Star-rating,Name,Reviewer Profile Url,Review Title,Review Content,images,profile icon,Date,Response Tags
4.0 out of 5 stars,anuj,https://www.amazon.in/gp/customer-reviews/R39CG2VN6WQQCQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY," In nutshell, You get more than what you pay",Worth the price! go for it if you are on a tight budget and need something bang for one's buck!,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 13 February 2023,"

Positive: Worth, go, tight, need, bang"
4.0 out of 5 stars,Sagar Pawar,https://www.amazon.in/gp/customer-reviews/R2VD88QA7POZ4R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good,"Overall product is good for music & movies.
But noise cancellation for call purpose is okay",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/9206289a-95e2-4106-8ebc-a9b965277fc3._CR0,0,500,500_SX48_.jpg",Reviewed in India ???? on 13 February 2023,"

Positive: Good, Music, Movies
Negative: Okay"
4.0 out of 5 stars,Yashwant,https://www.amazon.in/gp/customer-reviews/R399ID9QGTWP1F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, I don't get extra earmuffs,Product is good but you don't give all things written on the box,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 15 February 2023,"

Positive: Good

Negative: Don't give"
4.0 out of 5 stars,vimal kumar,https://www.amazon.in/gp/customer-reviews/R3E9Y4BQ3E1X1W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Vimal kumar,"Battery life is good, sound quality is good, overall good product in 1100 rs.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 15 February 2023,"

Positive:
- Battery life
- Sound quality
- Overall good

Negative:
None"
4.0 out of 5 stars,Ujjwal,https://www.amazon.in/gp/customer-reviews/R7HJA96DUQM0P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY," Value for money, Can buy","Acording to its price you would not dispointed,
Its good and satisfied",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 14 February 2023,"

Positive: Good, Satisfied
Negative: None"
4.0 out of 5 stars,I is not good .it seems to have problem . I got delayed and then I got a product that is not perfect,https://www.amazon.in/gp/customer-reviews/RHCMFQG0ZQ3KQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Be carefull and check the product,It has problem on left ear bud and it is not appreciated for the service,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 13 February 2023,"

Negative: Problem, Service"
4.0 out of 5 stars,Khaled,https://www.amazon.in/gp/customer-reviews/R3GUTP3CHF9X54/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Best one in the price range,"Genuine review after 6 months.
1.Sound quality and battery life is superb.
2.Sometimes it gets disconnected and connected automatically and call connecting feature is also poor.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 13 February 2023,"

Positive: Sound quality, Battery life
Negative: Disconnected, Call connecting"
4.0 out of 5 stars,Divya grover,https://www.amazon.in/gp/customer-reviews/R214APYMJ2YARD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good product,Worth full and gud voice great sound very nice ??,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 14 February 2023,"

Positive: Worthful, Good, Great, Nice.
Negative: None."
4.0 out of 5 stars,Shivani,https://www.amazon.in/gp/customer-reviews/R2ZC4SCR11QJ0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Reasonable,This is a great product as per the price. Good quality.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 15 February 2023,"

Positive: Great, Price, Quality"
4.0 out of 5 stars,Sushant Wagh,https://www.amazon.in/gp/customer-reviews/RNDGZNUACXTVD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, not for daily use,noise cancellation did not work when you were on a bike.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 15 February 2023,"

Negative: Noise Cancellation"
4.0 out of 5 stars,Santhosh k,https://www.amazon.in/gp/customer-reviews/R3AJDXH77RPDMK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, 10 days usage,"One of the best and worst product at this price range
Best in terms of sound quality,bass
Worst in terms of calling -really the calling through this headphone is difficult because the side voice is more audible than what we actually speak.
Don't buy if you want to have good calling experience",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/862a1e34-0f66-47ff-b010-a3c2e534a037._CR0,48.0,236,236_SX48_.jpg",Reviewed in India ???? on 5 February 2023,"

Positive: Sound quality, Bass
Negative: Calling"
4.0 out of 5 stars,Smah kick,https://www.amazon.in/gp/customer-reviews/R2CK9P62ZCIZFU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, It will work for nearly 1 year if you are a heavy user,"I am using since 9months and after heavy used of 9months one buds stop working, the speaker has defunction.but one bud is perfectly fine. And i didn't use it with proper care also.","https://m.media-amazon.com/images/I/61yTfle9G0L.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 29 January 2023,"

Positive: None

Negative: Defunction, Heavy Used"
4.0 out of 5 stars,Medha P.,https://www.amazon.in/gp/customer-reviews/R3R9N0432EA40B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Nice and Decent Product,"Decent product according to the price, really love the way it looks and feels but I have a doubt... I have noticed something weird.. In the case near the indicator light the plastic is a bit thin I guess coz I can see the green board and the light coming through it.... I have attached a picture of it... Otherwise it's a thumbs up!","https://m.media-amazon.com/images/I/312VzGlKbYL.88.jpg  
https://m.media-amazon.com/images/I/613W3EAszwL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 20 January 2023,"

Positive: Decent, Love, Thumbs up
Negative: Doubt, Weird, Thin"
4.0 out of 5 stars,Akshita,https://www.amazon.in/gp/customer-reviews/R24T38P2GQ7GW7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Battery,Battery discharged fast when we are on call.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/3cf1244f-5da9-4fb5-b812-c195af253e47._CR0,0,624,624_SX48_.jpg",Reviewed in India ???? on 9 February 2023,"

Negative: Battery"
4.0 out of 5 stars,Richard,https://www.amazon.in/gp/customer-reviews/R1IGQ2FOVNQ988/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Checking of product,Product is mass for 1300 range but give good pieces not damaged pieces,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 6 February 2023,"

Positive: Good, Not Damaged
Negative: Mass"
4.0 out of 5 stars,Vaishno Devi V,https://www.amazon.in/gp/customer-reviews/R2JZXSBRIKKZV9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good product,Product is good and sound quality is good. However product material can be better,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 10 February 2023,"

Positive: Good, Sound Quality

Negative: Material"
4.0 out of 5 stars,Devender,https://www.amazon.in/gp/customer-reviews/R2Y4D00CX0EOA5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Best item,"Battery backup 5 hour
Voice is best
But no work noice cancellation",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 7 February 2023,"

Positive: Voice
Negative: Battery Backup, Noise Cancellation"
4.0 out of 5 stars,Lalit tyagi,https://www.amazon.in/gp/customer-reviews/R276XZIV1SIX8L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Boat 141,Cheap price and good sound quality. Love it.,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 12 February 2023,"

Positive: Price, Sound Quality
Negative: None"
4.0 out of 5 stars,Dinnu Bai N P,https://www.amazon.in/gp/customer-reviews/RDWN19TIYFLCV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good but not long lasting,"Good one.
Left head not working after 3 months.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 11 February 2023,"

Positive: Good
Negative: Not working"
4.0 out of 5 stars,Lavanya,https://www.amazon.in/gp/customer-reviews/R2UXKFUWXH2XC5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, No additional buds given,In the product details it was given as additional ear buds will be provided but I don't see any additional ear buds in the package.,"https://m.media-amazon.com/images/I/61amhV5d-7L.88.jpg  
",https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 5 February 2023,"

Negative: Additional ear buds"
4.0 out of 5 stars,Harish,https://www.amazon.in/gp/customer-reviews/R3MTZC258FLSG8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Met expectations! ??,It's been 2 months since I've been using these airdopes! Everything is great.....!,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 6 February 2023,"

Positive: Great"
4.0 out of 5 stars,Sivakumar Pasupathy,https://www.amazon.in/gp/customer-reviews/R33H9AFEE837UR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Value for money,"The product is good.
But taking the buds out from the case is not easy as it's slippery.",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 9 February 2023,"

Positive: Good
Negative: Slippery"
4.0 out of 5 stars,Disha,https://www.amazon.in/gp/customer-reviews/R378QJ1UXVA0NT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Connection issue,Sound quality is nice but connectivity issue..it takes time to connect to my phone.,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 6 February 2023,"

Positive: Sound quality

Negative: Connectivity, Time"
4.0 out of 5 stars,Shilpi Jain,https://www.amazon.in/gp/customer-reviews/R393Q3YPOZZL06/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Wonderful,My nephew was very happy moreover this color is such that kids love it,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 9 February 2023,"

Positive: Happy, Love

Negative: None"
4.0 out of 5 stars,ASHMIT S.,https://www.amazon.in/gp/customer-reviews/R2ECSQ478L1JI0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Worth it product from boat,"Worth it product, the sound quality is very clear and original... Battery backup is also good...",,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 6 February 2023,"

Positive: Worth, Clear, Original, Good
Negative: None"
4.0 out of 5 stars,Harshit,https://www.amazon.in/gp/customer-reviews/R1W1LZMC6LI2F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Good product,"Good product at 1000 price range , go for it.","https://m.media-amazon.com/images/I/61fCCDeyAJL.88.jpg  
","https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/32286101-b5f1-4efe-86af-9e70551b6920._CR0,0,1125,1125_SX48_.jpg",Reviewed in India ???? on 7 February 2023,"

Positive: Good, Go
Negative: None"
4.0 out of 5 stars,Amazon Customer,https://www.amazon.in/gp/customer-reviews/R3LRDD1H1EQBU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Nice airpords,"Very good, user friendly.
Sounds track good.",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 12 February 2023,"

Positive: Good, User-friendly, Sounds.
Negative: None."
4.0 out of 5 stars,Shivam Kumar,https://www.amazon.in/gp/customer-reviews/R12QKASCHY3LB2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Nice product,"Sound quality is good
Loudness is good
Noise cancellation is also upto the mark
Easy to connect
Battery backup is also good
Overall a nice product in this price range",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 3 February 2023,"

Positive: Sound, Loudness, Noise cancellation, Easy, Battery, Overall
Negative: None"
4.0 out of 5 stars,Akash singh Rajput,https://www.amazon.in/gp/customer-reviews/R33K4CI1N3NJXX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Superb sound ?? I loveed it,"I like this structure and colour and sound is perfect
Bass quality is very good ??",,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 4 February 2023,"

Positive: Structure, Colour, Sound, Bass Quality
Negative: None"
4.0 out of 5 stars,Anuj Kumar,https://www.amazon.in/gp/customer-reviews/R18M9DOFXACS5X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Quality,best and beautiful sound and bass??,,https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif,Reviewed in India ???? on 12 February 2023,"

Positive: Best, Beautiful
Negative: None"
4.0 out of 5 stars,Praveen,https://www.amazon.in/gp/customer-reviews/R1PQFU55IQ7ZDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09N3ZNHTY, Excellent,It was worth at this price,,"https://images-eu.ssl-images-amazon.com/images/S/amazon-avatars-global/default._CR0,0,1024,1024_SX48_.png",Reviewed in India ???? on 13 February 2023," but the quality was not up to the mark

Positive: Worth
Negative: Quality"
